client,method,latency(ms)
trade-client,trade,2.095499999995809
trade-client,trade,1.3840839999943455
trade-client,trade,0.71087499998157
trade-client,trade,1.789709000036055
trade-client,trade,1.5722079999704874
trade-client,trade,11.136584000041694
trade-client,trade,1.2256660000389275
trade-client,trade,0.7442500000252039
trade-client,trade,1.3732080000181668
trade-client,trade,2.2923330000139686
trade-client,trade,1.1015830000360438
trade-client,trade,0.7620839999731288
trade-client,trade,1.247708999983388
trade-client,trade,0.9032500000216714
trade-client,trade,1.2824170000271806
trade-client,trade,2.0591249999597494
trade-client,trade,0.9081669999773112
trade-client,trade,1.3500839999665004
trade-client,trade,1.7725420000260783
trade-client,trade,1.9458749999898828
trade-client,trade,4.712541000003512
trade-client,trade,1.0274580000100286
trade-client,trade,5.609834000040337
trade-client,trade,1.3661249999472602
trade-client,trade,0.6701249999991887
trade-client,trade,0.6282909999981712
trade-client,trade,1.3789160000214906
trade-client,trade,0.882332999992741
trade-client,trade,0.9911660000057054
trade-client,trade,1.4413339999919117
trade-client,trade,1.94437499999367
trade-client,trade,1.0101249999934225
trade-client,trade,1.0230829999500202
trade-client,trade,0.9359590000030948
trade-client,trade,0.9460420000095837
trade-client,trade,0.7213330000013229
trade-client,trade,0.9006249999856664
trade-client,trade,0.8597500000178115
trade-client,trade,4.080541999996967
trade-client,trade,1.196250000020882
trade-client,trade,1.166917000034573
trade-client,trade,0.8712919999993574
trade-client,trade,2.1974580000119204
trade-client,trade,0.6443750000357795
trade-client,trade,0.7883330000026945
trade-client,trade,0.7495419999941078
trade-client,trade,1.2661670000397862
trade-client,trade,0.7537500000012187
trade-client,trade,1.1290410000128759
trade-client,trade,0.6268749999662759
trade-client,trade,1.093625000009979
trade-client,trade,0.7213330000013229
trade-client,trade,1.0553330000107053
trade-client,trade,1.0339170000293052
trade-client,trade,1.2207500000158689
trade-client,trade,0.8982909999986077
trade-client,trade,0.7185000000049513
trade-client,trade,0.7662080000159222
trade-client,trade,1.4906249999739885
trade-client,trade,1.4377919999901678
trade-client,trade,1.6136250000045038
trade-client,trade,1.1944159999757176
trade-client,trade,1.0565410000253905
trade-client,trade,0.8012089999738237
trade-client,trade,2.397499999972297
trade-client,trade,0.8751249999932043
trade-client,trade,0.8392080000021451
trade-client,trade,0.7916669999872283
trade-client,trade,1.0749580000037895
trade-client,trade,0.9124580000161586
trade-client,trade,2.3164169999745354
trade-client,trade,1.3068330000010064
trade-client,trade,0.9292909999771837
trade-client,trade,1.0395420000008926
trade-client,trade,1.1944999999968786
trade-client,trade,1.018375000001015
trade-client,trade,1.2864999999919746
trade-client,trade,0.9568330000320202
trade-client,trade,1.2060829999995804
trade-client,trade,2.9139160000113407
trade-client,trade,1.2537499999893953
trade-client,trade,0.7272500000112814
trade-client,trade,1.1625419999745645
trade-client,trade,1.330332999998518
trade-client,trade,1.0057080000365204
trade-client,trade,0.7567499999936445
trade-client,trade,0.8839170000101149
trade-client,trade,1.8625409999799558
trade-client,trade,1.0192500000130167
trade-client,trade,0.8532090000130665
trade-client,trade,0.7719580000298265
trade-client,trade,1.616792000049827
trade-client,trade,1.2319169999841506
trade-client,trade,0.8385839999505151
trade-client,trade,0.7389579999994567
trade-client,trade,0.9539579999682246
trade-client,trade,1.6307500000039
trade-client,trade,2.34841700000743
trade-client,trade,0.8852079999996931
trade-client,trade,0.8331669999961377
trade-client,trade,0.8077090000142562
trade-client,trade,1.265499999988151
trade-client,trade,0.7615829999849666
trade-client,trade,1.1361250000163636
trade-client,trade,1.1111670000332197
trade-client,trade,1.6219580000438327
trade-client,trade,1.072374999978365
trade-client,trade,3.5212089999845375
trade-client,trade,1.3726249999876927
trade-client,trade,1.288250000015978
trade-client,trade,0.7834169999796359
trade-client,trade,0.7004999999935535
trade-client,trade,0.838457999975617
trade-client,trade,1.1947919999784062
trade-client,trade,1.9948749999798565
trade-client,trade,1.2417910000408483
trade-client,trade,0.7124580000095193
trade-client,trade,0.951332999989063
trade-client,trade,0.7572500000492255
trade-client,trade,1.2186250000354448
trade-client,trade,1.146124999991116
trade-client,trade,1.2741250000090076
trade-client,trade,0.8509589999903255
trade-client,trade,1.7371249999769134
trade-client,trade,1.5625839999984237
trade-client,trade,1.5319999999974243
trade-client,trade,1.2834160000352313
trade-client,trade,1.595249999979842
trade-client,trade,1.265250000017204
trade-client,trade,1.2328340000067328
trade-client,trade,1.254874999972344
trade-client,trade,0.9543340000277567
trade-client,trade,1.4063339999665914
trade-client,trade,1.2743750000367982
trade-client,trade,0.9175000000141154
trade-client,trade,1.06625000000804
trade-client,trade,1.03445899998178
trade-client,trade,1.0553330000107053
trade-client,trade,0.9863750000249638
trade-client,trade,0.8310000000051332
trade-client,trade,1.4941669999757323
trade-client,trade,0.8587909999846488
trade-client,trade,1.0409580000327878
trade-client,trade,0.773834000028728
trade-client,trade,0.8209590000092248
trade-client,trade,1.009833000011895
trade-client,trade,1.5197090000356184
trade-client,trade,1.0841249999771208
trade-client,trade,1.346458000000439
trade-client,trade,2.752208000003975
trade-client,trade,0.7580000000189102
trade-client,trade,1.2787919999937003
trade-client,trade,1.269666000041525
trade-client,trade,0.6789170000160993
trade-client,trade,0.822083000002749
trade-client,trade,0.9881249999921238
trade-client,trade,0.8515000000102191
trade-client,trade,1.1202919999959704
trade-client,trade,1.7623749999984284
trade-client,trade,0.7979579999641828
trade-client,trade,0.9863750000249638
trade-client,trade,0.9987499999510874
trade-client,trade,0.7960420000472368
trade-client,trade,2.3194170000238046
trade-client,trade,1.4540839999881428
trade-client,trade,0.9225829999763846
trade-client,trade,0.8014580000121896
trade-client,trade,1.0407909999798903
trade-client,trade,0.8451250000121036
trade-client,trade,0.8987080000224523
trade-client,trade,0.7513749999930042
trade-client,trade,0.7666669999935039
trade-client,trade,0.7243750000043292
trade-client,trade,1.3986249999788924
trade-client,trade,0.6372089999899799
trade-client,trade,1.0362500000269392
trade-client,trade,0.9132499999964239
trade-client,trade,0.6822080000006281
trade-client,trade,1.078208999956587
trade-client,trade,1.0193749999984902
trade-client,trade,0.9852079999745911
trade-client,trade,0.6637089999799173
trade-client,trade,0.6376250000243999
trade-client,trade,1.5716249999968568
trade-client,trade,2.0236670000031154
trade-client,trade,0.7882500000278014
trade-client,trade,0.9398749999718348
trade-client,trade,1.0455839999963246
trade-client,trade,2.9531250000331966
trade-client,trade,1.1048329999994166
trade-client,trade,1.0527089999641248
trade-client,trade,0.9963749999997162
trade-client,trade,0.7932910000363336
trade-client,trade,1.975875000027827
trade-client,trade,0.7464170000162085
trade-client,trade,0.539833000004819
trade-client,trade,0.8507499999836909
trade-client,trade,1.1344590000135213
trade-client,trade,0.750750000008793
trade-client,trade,1.0449579999658454
trade-client,trade,1.1037919999807855
trade-client,trade,1.396750000026259
trade-client,trade,3.0455409999490257
trade-client,trade,2.6604170000155136
trade-client,trade,2.779500000031021
trade-client,trade,4.227791000005254
trade-client,trade,1.3040420000152153
trade-client,trade,1.217084000018076
trade-client,trade,2.233374999946136
trade-client,trade,1.2805829999820162
trade-client,trade,1.0599169999636615
trade-client,trade,1.1280840000154058
trade-client,trade,1.7190830000117785
trade-client,trade,2.299375000006876
trade-client,trade,2.2595830000113892
trade-client,trade,1.3580419999925653
trade-client,trade,0.9474999999952161
trade-client,trade,1.039124999977048
trade-client,trade,1.8993749999935972
trade-client,trade,0.7868330000064816
trade-client,trade,1.022915999953966
trade-client,trade,1.3162500000021282
trade-client,trade,1.3312500000211003
trade-client,trade,1.0926670000230843
trade-client,trade,1.0937910000166085
trade-client,trade,1.0482499999966421
trade-client,trade,0.7250830000202768
trade-client,trade,1.9958750000341752
trade-client,trade,0.7377499999847714
trade-client,trade,1.029000000016822
trade-client,trade,1.4259170000059385
trade-client,trade,1.1255829999754496
trade-client,trade,1.276083000050221
trade-client,trade,1.185707999979968
trade-client,trade,0.861750000012762
trade-client,trade,1.3778750000028595
trade-client,trade,1.513291999970079
trade-client,trade,1.0810840000203825
trade-client,trade,0.9687500000268301
trade-client,trade,0.7509999999797401
trade-client,trade,1.0282920000008744
trade-client,trade,1.3413750000381697
trade-client,trade,1.3050830000338465
trade-client,trade,1.026749999994081
trade-client,trade,1.0167910000404845
trade-client,trade,0.8626250000247637
